statement_id,date,description,amount,identified_partner,category
133,14.05.2024,ABSCHLAG STROM Stadtwerke Rosenheim 50343289,-83.06,Stadtwerke Rosenheim,Electricity
133,15.05.2024,BEITRAG Allianz SE K-14761906,-53.79,Allianz SE,Insurance
133,19.05.2024,KARTENZ./19.05 REWE RO,-80.25,REWE,Groceries
133,22.05.2024,KARTENZAHLUNG ARAL TANKSTELLE,-79.5,ARAL,Fuel
134,20.07.2025,PAYPAL PAACSJ,-97.07,PAYPAL,General
134,24.07.2025,PAYPAL GOGRJD,-26.38,PAYPAL,General
134,27.07.2025,RECHNUNG VODAFONE GMBH 79717585,-39.86,VODAFONE GMBH,Internet
134,31.07.2025,ABSCHLAG STROM Stadtwerke Rosenheim 4620731,-87.46,Stadtwerke Rosenheim,Electricity
135,29.10.2023,BURGER KING Vilsbiburg,-41.83,BURGER KING,Dining
135,31.10.2023,KARTENZAHLUNG JET TANKSTELLE,-84.47,JET,Fuel
135,02.11.2023,RECHNUNG VODAFONE GMBH 47074497,-39.16,VODAFONE GMBH,Internet
136,01.08.2025,ABSCHLAG STROM Stadtwerke Rosenheim 88290831,-84.71,Stadtwerke Rosenheim,Electricity
136,04.08.2025,PAYPAL FJFKBU,-75.27,PAYPAL,General
136,07.08.2025,BEITRAG Allianz SE K-72141532,-54.03,Allianz SE,Insurance
137,13.09.2023,EBAY MKTPLC EU SSIYLG,-186.54,EBAY,Shopping
137,14.09.2023,KARTENZAHLUNG ARAL TANKSTELLE,-84.15,ARAL,Fuel
137,18.09.2023,PAYPAL ZXTGMG,-92.03,PAYPAL,General
137,20.09.2023,RECHNUNG VODAFONE GMBH 97417508,-40.48,VODAFONE GMBH,Internet
138,12.09.2023,ABSCHLAG STROM Stadtwerke Rosenheim 24942817,-86.48,Stadtwerke Rosenheim,Electricity
138,13.09.2023,BEITRAG Allianz SE K-25485881,-56.76,Allianz SE,Insurance
138,16.09.2023,KARTENZAHLUNG ARAL TANKSTELLE,-87.63,ARAL,Fuel
139,07.07.2024,KARTENZAHLUNG SHELL TANKSTELLE,-52.7,SHELL,Fuel
139,11.07.2024,ABSCHLAG STROM Stadtwerke Rosenheim 58028654,-87.86,Stadtwerke Rosenheim,Electricity
139,12.07.2024,BURGER KING Badoberan,-26.12,BURGER KING,Dining
140,18.05.2024,PAYPAL DLPTPO,-35.67,PAYPAL,General
140,20.05.2024,KARTENZ./20.05 REWE RO,-93.57,REWE,Groceries
140,23.05.2024,ABSCHLAG STROM Stadtwerke Rosenheim 28749976,-84.23,Stadtwerke Rosenheim,Electricity
140,24.05.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.72,ZEUS BODYPOWER,Gym
141,27.10.2024,KARTENZ./27.10 REWE RO,-100.81,REWE,Groceries
141,30.10.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.2,ZEUS BODYPOWER,Gym
141,03.11.2024,BURGER KING Schwandorf,-37.34,BURGER KING,Dining
141,06.11.2024,KARTENZAHLUNG JET TANKSTELLE,-83.39,JET,Fuel
141,10.11.2024,RECHNUNG VODAFONE GMBH 57145650,-40.26,VODAFONE GMBH,Internet
142,04.05.2025,KARTENZ./04.05 EDEKA RO,-146.75,EDEKA,Groceries
142,07.05.2025,ABSCHLAG STROM Stadtwerke Rosenheim 49394708,-86.9,Stadtwerke Rosenheim,Electricity
142,10.05.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.58,ZEUS BODYPOWER,Gym
143,01.06.2024,ABSCHLAG STROM Stadtwerke Rosenheim 60674945,-84.01,Stadtwerke Rosenheim,Electricity
143,02.06.2024,RECHNUNG VODAFONE GMBH 41007904,-42.4,VODAFONE GMBH,Internet
143,06.06.2024,PAYPAL BZKMDE,-17.25,PAYPAL,General
143,10.06.2024,BEITRAG Allianz SE K-37655683,-57.6,Allianz SE,Insurance
144,02.05.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.84,ZEUS BODYPOWER,Gym
144,04.05.2025,PAYPAL RBHGEW,-95.45,PAYPAL,General
144,05.05.2025,AMAZON.DE MKTPLC EU OQFJYI,-193.83,AMAZON.DE,Shopping
144,06.05.2025,RECHNUNG VODAFONE GMBH 24840316,-39.05,VODAFONE GMBH,Internet
145,07.04.2025,ABSCHLAG STROM Stadtwerke Rosenheim 15763350,-83.89,Stadtwerke Rosenheim,Electricity
145,10.04.2025,BEITRAG Allianz SE K-14452348,-53.67,Allianz SE,Insurance
145,12.04.2025,KARTENZAHLUNG ARAL TANKSTELLE,-47.67,ARAL,Fuel
146,29.10.2023,KARTENZ./29.10 REWE RO,-115.95,REWE,Groceries
146,31.10.2023,PAYPAL FIFVBN,-63.34,PAYPAL,General
146,02.11.2023,KARTENZ./02.11 ALDI SUED RO,-139.4,ALDI SUED,Groceries
146,04.11.2023,AMAZON.DE MKTPLC EU AKZZSD,-85.42,AMAZON.DE,Shopping
146,08.11.2023,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.87,ZEUS BODYPOWER,Gym
146,10.11.2023,RECHNUNG VODAFONE GMBH 90567797,-38.75,VODAFONE GMBH,Internet
147,16.05.2025,ABSCHLAG STROM Stadtwerke Rosenheim 57771522,-87.64,Stadtwerke Rosenheim,Electricity
147,18.05.2025,KARTENZ./18.05 ALDI SUED RO,-90.75,ALDI SUED,Groceries
147,20.05.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.57,ZEUS BODYPOWER,Gym
147,21.05.2025,KARTENZ./21.05 LIDL RO,-24.21,LIDL,Groceries
147,22.05.2025,KARTENZAHLUNG ARAL TANKSTELLE,-56.77,ARAL,Fuel
148,27.06.2025,PAYPAL VKCMOY,-88.19,PAYPAL,General
148,30.06.2025,ABSCHLAG STROM Stadtwerke Rosenheim 69505375,-86.11,Stadtwerke Rosenheim,Electricity
148,04.07.2025,PAYPAL QVHQCM,-49.99,PAYPAL,General
148,06.07.2025,RECHNUNG VODAFONE GMBH 70455379,-38.86,VODAFONE GMBH,Internet
149,14.03.2025,PAYPAL YYVVRX,-48.04,PAYPAL,General
149,15.03.2025,PAYPAL GGYFBA,-38.34,PAYPAL,General
149,19.03.2025,PAYPAL HVIVYA,-97.25,PAYPAL,General
149,23.03.2025,ABSCHLAG STROM Stadtwerke Rosenheim 73692104,-87.44,Stadtwerke Rosenheim,Electricity
149,26.03.2025,ZALANDO MKTPLC EU ZPOMBB,-192.71,ZALANDO,Shopping
150,15.04.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.51,ZEUS BODYPOWER,Gym
150,16.04.2024,BEITRAG Allianz SE K-27396579,-55.57,Allianz SE,Insurance
150,19.04.2024,KARTENZ./19.04 REWE RO,-61.18,REWE,Groceries
150,20.04.2024,MCDONALDS Tuttlingen,-43.21,MCDONALDS,Dining
150,21.04.2024,ABSCHLAG STROM Stadtwerke Rosenheim 43940630,-87.03,Stadtwerke Rosenheim,Electricity
150,23.04.2024,EBAY MKTPLC EU DJWRUC,-63.24,EBAY,Shopping
151,25.09.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.45,ZEUS BODYPOWER,Gym
151,28.09.2024,AMAZON.DE MKTPLC EU NACVVT,-112.63,AMAZON.DE,Shopping
151,29.09.2024,KARTENZ./29.09 LIDL RO,-144.13,LIDL,Groceries
151,01.10.2024,MCDONALDS Passau,-10.53,MCDONALDS,Dining
151,03.10.2024,KARTENZ./03.10 LIDL RO,-34.01,LIDL,Groceries
152,15.12.2023,RECHNUNG VODAFONE GMBH 90883841,-38.0,VODAFONE GMBH,Internet
152,17.12.2023,ABSCHLAG STROM Stadtwerke Rosenheim 65623354,-83.45,Stadtwerke Rosenheim,Electricity
152,20.12.2023,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.46,ZEUS BODYPOWER,Gym
152,24.12.2023,KARTENZAHLUNG JET TANKSTELLE,-64.79,JET,Fuel
152,27.12.2023,BEITRAG Allianz SE K-63815788,-57.51,Allianz SE,Insurance
152,28.12.2023,KARTENZAHLUNG SHELL TANKSTELLE,-78.09,SHELL,Fuel
153,10.05.2025,KARTENZ./10.05 ALDI SUED RO,-87.82,ALDI SUED,Groceries
153,12.05.2025,RECHNUNG VODAFONE GMBH 48268820,-41.04,VODAFONE GMBH,Internet
153,16.05.2025,PAYPAL BJTCGW,-97.95,PAYPAL,General
153,20.05.2025,MCDONALDS Neustadt am Rübenberge,-11.39,MCDONALDS,Dining
154,13.08.2025,KARTENZAHLUNG SHELL TANKSTELLE,-55.21,SHELL,Fuel
154,14.08.2025,ZALANDO MKTPLC EU QHYWQZ,-89.66,ZALANDO,Shopping
154,15.08.2025,PAYPAL LLYERI,-78.23,PAYPAL,General
154,17.08.2025,BEITRAG Allianz SE K-97893994,-53.51,Allianz SE,Insurance
154,20.08.2025,RECHNUNG VODAFONE GMBH 75934253,-38.39,VODAFONE GMBH,Internet
155,26.09.2024,BEITRAG Allianz SE K-5523290,-54.72,Allianz SE,Insurance
155,29.09.2024,ZALANDO MKTPLC EU NDBRMM,-91.69,ZALANDO,Shopping
155,01.10.2024,PAYPAL CVHZOF,-59.68,PAYPAL,General
155,05.10.2024,KARTENZ./05.10 LIDL RO,-119.67,LIDL,Groceries
155,08.10.2024,KARTENZ./08.10 REWE RO,-100.67,REWE,Groceries
156,26.03.2024,PAYPAL PLLLHG,-79.66,PAYPAL,General
156,28.03.2024,KARTENZAHLUNG ARAL TANKSTELLE,-86.04,ARAL,Fuel
156,30.03.2024,ABSCHLAG STROM Stadtwerke Rosenheim 69470576,-87.58,Stadtwerke Rosenheim,Electricity
156,02.04.2024,ZALANDO MKTPLC EU QNWKIG,-207.24,ZALANDO,Shopping
156,05.04.2024,BURGER KING Illertissen,-40.71,BURGER KING,Dining
157,03.11.2024,PAYPAL USSDLD,-24.41,PAYPAL,General
157,06.11.2024,KARTENZ./06.11 REWE RO,-83.63,REWE,Groceries
157,08.11.2024,ZALANDO MKTPLC EU NNZOXX,-234.2,ZALANDO,Shopping
157,10.11.2024,KARTENZAHLUNG ARAL TANKSTELLE,-70.05,ARAL,Fuel
157,14.11.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.11,ZEUS BODYPOWER,Gym
158,03.03.2025,RECHNUNG VODAFONE GMBH 98656137,-41.92,VODAFONE GMBH,Internet
158,04.03.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.25,ZEUS BODYPOWER,Gym
158,06.03.2025,ZALANDO MKTPLC EU GLTFDZ,-143.68,ZALANDO,Shopping
158,09.03.2025,KARTENZAHLUNG SHELL TANKSTELLE,-59.81,SHELL,Fuel
159,03.10.2024,MCDONALDS Lippstadt,-31.31,MCDONALDS,Dining
159,05.10.2024,RECHNUNG VODAFONE GMBH 77773583,-38.46,VODAFONE GMBH,Internet
159,06.10.2024,KARTENZ./06.10 ALDI SUED RO,-136.37,ALDI SUED,Groceries
159,09.10.2024,BURGER KING Amberg,-21.33,BURGER KING,Dining
159,13.10.2024,KARTENZ./13.10 EDEKA RO,-66.64,EDEKA,Groceries
159,15.10.2024,KARTENZAHLUNG JET TANKSTELLE,-73.79,JET,Fuel
160,05.12.2023,ABSCHLAG STROM Stadtwerke Rosenheim 40770791,-84.2,Stadtwerke Rosenheim,Electricity
160,08.12.2023,KARTENZAHLUNG ARAL TANKSTELLE,-67.59,ARAL,Fuel
160,10.12.2023,PAYPAL UBFRLT,-81.19,PAYPAL,General
161,21.11.2023,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.93,ZEUS BODYPOWER,Gym
161,24.11.2023,ZALANDO MKTPLC EU KQXQFB,-222.72,ZALANDO,Shopping
161,27.11.2023,PAYPAL JPJWDO,-30.67,PAYPAL,General
161,28.11.2023,BEITRAG Allianz SE K-69966271,-57.55,Allianz SE,Insurance
162,08.07.2024,RECHNUNG VODAFONE GMBH 47263636,-38.74,VODAFONE GMBH,Internet
162,09.07.2024,KARTENZ./09.07 LIDL RO,-115.01,LIDL,Groceries
162,12.07.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.77,ZEUS BODYPOWER,Gym
162,15.07.2024,KARTENZAHLUNG JET TANKSTELLE,-70.93,JET,Fuel
162,19.07.2024,KARTENZAHLUNG ARAL TANKSTELLE,-53.19,ARAL,Fuel
162,22.07.2024,BEITRAG Allianz SE K-27389237,-54.13,Allianz SE,Insurance
163,22.03.2025,KARTENZ./22.03 REWE RO,-108.37,REWE,Groceries
163,25.03.2025,KARTENZAHLUNG SHELL TANKSTELLE,-89.58,SHELL,Fuel
163,26.03.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.6,ZEUS BODYPOWER,Gym
164,18.03.2024,KARTENZAHLUNG JET TANKSTELLE,-79.54,JET,Fuel
164,20.03.2024,KARTENZ./20.03 EDEKA RO,-22.2,EDEKA,Groceries
164,23.03.2024,BEITRAG Allianz SE K-65222138,-53.65,Allianz SE,Insurance
164,26.03.2024,ABSCHLAG STROM Stadtwerke Rosenheim 75385312,-85.88,Stadtwerke Rosenheim,Electricity
165,27.11.2023,KARTENZ./27.11 ALDI SUED RO,-23.99,ALDI SUED,Groceries
165,01.12.2023,BEITRAG Allianz SE K-73291661,-52.89,Allianz SE,Insurance
165,04.12.2023,KARTENZ./04.12 LIDL RO,-20.86,LIDL,Groceries
165,06.12.2023,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.88,ZEUS BODYPOWER,Gym
165,08.12.2023,MCDONALDS Pößneck,-8.08,MCDONALDS,Dining
165,11.12.2023,RECHNUNG VODAFONE GMBH 28477114,-37.88,VODAFONE GMBH,Internet
166,31.12.2024,RECHNUNG VODAFONE GMBH 75882767,-39.17,VODAFONE GMBH,Internet
166,04.01.2025,EBAY MKTPLC EU SIOTDA,-128.85,EBAY,Shopping
166,07.01.2025,MCDONALDS Kaiserslautern,-12.3,MCDONALDS,Dining
166,09.01.2025,AMAZON.DE MKTPLC EU WEKLPG,-72.09,AMAZON.DE,Shopping
166,10.01.2025,BURGER KING Lüneburg,-12.25,BURGER KING,Dining
167,21.06.2024,BEITRAG Allianz SE K-98617722,-54.28,Allianz SE,Insurance
167,24.06.2024,ZALANDO MKTPLC EU IXIDCP,-169.23,ZALANDO,Shopping
167,26.06.2024,PAYPAL KNVGQA,-95.43,PAYPAL,General
168,28.07.2025,EBAY MKTPLC EU ZUUMNI,-217.15,EBAY,Shopping
168,01.08.2025,KARTENZAHLUNG SHELL TANKSTELLE,-80.97,SHELL,Fuel
168,03.08.2025,BURGER KING Fulda,-31.01,BURGER KING,Dining
168,06.08.2025,BEITRAG Allianz SE K-1965607,-54.69,Allianz SE,Insurance
168,07.08.2025,AMAZON.DE MKTPLC EU CBENHD,-240.29,AMAZON.DE,Shopping
169,25.05.2025,ZALANDO MKTPLC EU ZAGUFR,-14.75,ZALANDO,Shopping
169,26.05.2025,BEITRAG Allianz SE K-60129450,-52.96,Allianz SE,Insurance
169,28.05.2025,ABSCHLAG STROM Stadtwerke Rosenheim 72977419,-86.16,Stadtwerke Rosenheim,Electricity
169,31.05.2025,KARTENZ./31.05 ALDI SUED RO,-77.59,ALDI SUED,Groceries
170,14.09.2024,BEITRAG Allianz SE K-95643460,-53.03,Allianz SE,Insurance
170,18.09.2024,RECHNUNG VODAFONE GMBH 25575340,-41.39,VODAFONE GMBH,Internet
170,20.09.2024,KARTENZ./20.09 ALDI SUED RO,-59.4,ALDI SUED,Groceries
170,23.09.2024,AMAZON.DE MKTPLC EU VFNKOQ,-53.43,AMAZON.DE,Shopping
170,24.09.2024,ZALANDO MKTPLC EU QNJPTN,-143.46,ZALANDO,Shopping
170,27.09.2024,KARTENZAHLUNG SHELL TANKSTELLE,-83.9,SHELL,Fuel
171,28.11.2023,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.07,ZEUS BODYPOWER,Gym
171,01.12.2023,ABSCHLAG STROM Stadtwerke Rosenheim 94328768,-84.86,Stadtwerke Rosenheim,Electricity
171,02.12.2023,KARTENZ./02.12 REWE RO,-112.78,REWE,Groceries
172,09.05.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.17,ZEUS BODYPOWER,Gym
172,11.05.2025,BEITRAG Allianz SE K-13275760,-53.1,Allianz SE,Insurance
172,13.05.2025,BURGER KING Cuxhaven,-28.35,BURGER KING,Dining
173,24.05.2024,BEITRAG Allianz SE K-23796323,-55.18,Allianz SE,Insurance
173,27.05.2024,KARTENZAHLUNG SHELL TANKSTELLE,-55.28,SHELL,Fuel
173,30.05.2024,KARTENZAHLUNG SHELL TANKSTELLE,-55.86,SHELL,Fuel
173,31.05.2024,RECHNUNG VODAFONE GMBH 86031217,-42.32,VODAFONE GMBH,Internet
173,03.06.2024,PAYPAL MHOARR,-52.4,PAYPAL,General
173,06.06.2024,MCDONALDS Rockenhausen,-17.89,MCDONALDS,Dining
174,18.05.2024,ZALANDO MKTPLC EU NYHJPV,-17.82,ZALANDO,Shopping
174,22.05.2024,PAYPAL DGOBOA,-35.78,PAYPAL,General
174,23.05.2024,RECHNUNG VODAFONE GMBH 35734404,-40.59,VODAFONE GMBH,Internet
175,16.02.2025,BEITRAG Allianz SE K-10850525,-57.09,Allianz SE,Insurance
175,19.02.2025,RECHNUNG VODAFONE GMBH 31402374,-38.39,VODAFONE GMBH,Internet
175,20.02.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.32,ZEUS BODYPOWER,Gym
175,24.02.2025,PAYPAL LZMYGN,-55.54,PAYPAL,General
175,26.02.2025,ABSCHLAG STROM Stadtwerke Rosenheim 92616215,-84.5,Stadtwerke Rosenheim,Electricity
176,25.01.2025,ABSCHLAG STROM Stadtwerke Rosenheim 69422686,-86.49,Stadtwerke Rosenheim,Electricity
176,26.01.2025,BEITRAG Allianz SE K-34047491,-56.37,Allianz SE,Insurance
176,28.01.2025,PAYPAL GCAQMZ,-62.46,PAYPAL,General
177,11.01.2025,PAYPAL KBTZNE,-98.7,PAYPAL,General
177,12.01.2025,AMAZON.DE MKTPLC EU CHJCXR,-114.65,AMAZON.DE,Shopping
177,14.01.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.03,ZEUS BODYPOWER,Gym
177,16.01.2025,EBAY MKTPLC EU VXUVBP,-74.91,EBAY,Shopping
177,20.01.2025,RECHNUNG VODAFONE GMBH 3337156,-37.53,VODAFONE GMBH,Internet
178,14.03.2024,KARTENZAHLUNG SHELL TANKSTELLE,-74.51,SHELL,Fuel
178,18.03.2024,EBAY MKTPLC EU FEZRUB,-24.64,EBAY,Shopping
178,21.03.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.95,ZEUS BODYPOWER,Gym
178,24.03.2024,KARTENZAHLUNG SHELL TANKSTELLE,-66.21,SHELL,Fuel
178,28.03.2024,AMAZON.DE MKTPLC EU CVUHJX,-140.9,AMAZON.DE,Shopping
178,29.03.2024,PAYPAL HZRPKH,-33.38,PAYPAL,General
179,30.07.2025,AMAZON.DE MKTPLC EU XMGYZX,-142.82,AMAZON.DE,Shopping
179,01.08.2025,KARTENZAHLUNG ARAL TANKSTELLE,-41.54,ARAL,Fuel
179,02.08.2025,KARTENZ./02.08 EDEKA RO,-81.75,EDEKA,Groceries
179,03.08.2025,BEITRAG Allianz SE K-54830307,-55.35,Allianz SE,Insurance
179,05.08.2025,KARTENZ./05.08 ALDI SUED RO,-136.29,ALDI SUED,Groceries
179,09.08.2025,ABSCHLAG STROM Stadtwerke Rosenheim 653819,-85.0,Stadtwerke Rosenheim,Electricity
180,26.07.2025,ZALANDO MKTPLC EU JHZOXU,-93.49,ZALANDO,Shopping
180,30.07.2025,BEITRAG Allianz SE K-18570067,-56.45,Allianz SE,Insurance
180,03.08.2025,KARTENZ./03.08 REWE RO,-134.1,REWE,Groceries
180,06.08.2025,RECHNUNG VODAFONE GMBH 71399592,-41.57,VODAFONE GMBH,Internet
180,10.08.2025,BURGER KING Kaiserslautern,-34.02,BURGER KING,Dining
181,23.09.2023,BURGER KING Geithain,-22.66,BURGER KING,Dining
181,27.09.2023,KARTENZ./27.09 LIDL RO,-93.88,LIDL,Groceries
181,28.09.2023,ZALANDO MKTPLC EU BWZMHV,-83.29,ZALANDO,Shopping
181,29.09.2023,KARTENZAHLUNG SHELL TANKSTELLE,-78.19,SHELL,Fuel
181,01.10.2023,RECHNUNG VODAFONE GMBH 78890700,-42.14,VODAFONE GMBH,Internet
182,04.10.2023,KARTENZAHLUNG ARAL TANKSTELLE,-73.75,ARAL,Fuel
182,06.10.2023,BURGER KING Bad Liebenwerda,-18.33,BURGER KING,Dining
182,08.10.2023,RECHNUNG VODAFONE GMBH 8461455,-41.01,VODAFONE GMBH,Internet
183,25.07.2024,BEITRAG Allianz SE K-93190916,-56.51,Allianz SE,Insurance
183,29.07.2024,EBAY MKTPLC EU TTTXOR,-200.21,EBAY,Shopping
183,31.07.2024,BURGER KING Teterow,-12.61,BURGER KING,Dining
183,04.08.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.95,ZEUS BODYPOWER,Gym
184,01.01.2025,ABSCHLAG STROM Stadtwerke Rosenheim 94942225,-83.08,Stadtwerke Rosenheim,Electricity
184,02.01.2025,BEITRAG Allianz SE K-98372083,-53.12,Allianz SE,Insurance
184,03.01.2025,PAYPAL DGARKL,-83.34,PAYPAL,General
185,09.12.2023,KARTENZAHLUNG JET TANKSTELLE,-63.18,JET,Fuel
185,13.12.2023,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.4,ZEUS BODYPOWER,Gym
185,15.12.2023,BEITRAG Allianz SE K-17237270,-57.21,Allianz SE,Insurance
185,19.12.2023,KARTENZAHLUNG ARAL TANKSTELLE,-63.08,ARAL,Fuel
185,23.12.2023,KARTENZ./23.12 EDEKA RO,-25.76,EDEKA,Groceries
185,24.12.2023,RECHNUNG VODAFONE GMBH 25362596,-42.17,VODAFONE GMBH,Internet
186,02.02.2025,BEITRAG Allianz SE K-1816236,-57.19,Allianz SE,Insurance
186,05.02.2025,AMAZON.DE MKTPLC EU BVHFJQ,-242.96,AMAZON.DE,Shopping
186,09.02.2025,RECHNUNG VODAFONE GMBH 88134919,-39.38,VODAFONE GMBH,Internet
186,10.02.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.09,ZEUS BODYPOWER,Gym
186,12.02.2025,ABSCHLAG STROM Stadtwerke Rosenheim 18450391,-86.47,Stadtwerke Rosenheim,Electricity
187,21.04.2025,KARTENZAHLUNG ARAL TANKSTELLE,-78.39,ARAL,Fuel
187,23.04.2025,ZALANDO MKTPLC EU JNJPXT,-99.33,ZALANDO,Shopping
187,24.04.2025,BEITRAG Allianz SE K-65478300,-55.59,Allianz SE,Insurance
187,25.04.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.09,ZEUS BODYPOWER,Gym
187,29.04.2025,MCDONALDS Staffelstein,-21.01,MCDONALDS,Dining
187,03.05.2025,RECHNUNG VODAFONE GMBH 58523935,-41.2,VODAFONE GMBH,Internet
188,24.09.2024,BEITRAG Allianz SE K-37988435,-57.0,Allianz SE,Insurance
188,28.09.2024,KARTENZ./28.09 ALDI SUED RO,-85.57,ALDI SUED,Groceries
188,29.09.2024,RECHNUNG VODAFONE GMBH 38976191,-38.48,VODAFONE GMBH,Internet
188,03.10.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.36,ZEUS BODYPOWER,Gym
189,08.01.2025,RECHNUNG VODAFONE GMBH 97309141,-41.35,VODAFONE GMBH,Internet
189,11.01.2025,BEITRAG Allianz SE K-90913977,-55.65,Allianz SE,Insurance
189,13.01.2025,PAYPAL QVUOKB,-89.67,PAYPAL,General
189,16.01.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.37,ZEUS BODYPOWER,Gym
189,17.01.2025,BURGER KING Neustadtner Waldnaab,-18.95,BURGER KING,Dining
189,21.01.2025,ABSCHLAG STROM Stadtwerke Rosenheim 66166155,-85.47,Stadtwerke Rosenheim,Electricity
190,11.02.2025,BEITRAG Allianz SE K-94426701,-55.26,Allianz SE,Insurance
190,14.02.2025,KARTENZAHLUNG ARAL TANKSTELLE,-60.68,ARAL,Fuel
190,17.02.2025,PAYPAL PGCWFK,-60.95,PAYPAL,General
190,19.02.2025,AMAZON.DE MKTPLC EU TGSHJT,-97.86,AMAZON.DE,Shopping
190,23.02.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.74,ZEUS BODYPOWER,Gym
191,09.09.2025,BEITRAG Allianz SE K-56344,-56.05,Allianz SE,Insurance
191,13.09.2025,KARTENZAHLUNG ARAL TANKSTELLE,-62.98,ARAL,Fuel
191,16.09.2025,MCDONALDS Naila,-39.91,MCDONALDS,Dining
192,21.11.2023,KARTENZAHLUNG ARAL TANKSTELLE,-71.33,ARAL,Fuel
192,24.11.2023,ABSCHLAG STROM Stadtwerke Rosenheim 14099284,-84.19,Stadtwerke Rosenheim,Electricity
192,27.11.2023,RECHNUNG VODAFONE GMBH 21281782,-38.05,VODAFONE GMBH,Internet
192,28.11.2023,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.06,ZEUS BODYPOWER,Gym
193,24.07.2025,BURGER KING Saulgau,-43.24,BURGER KING,Dining
193,28.07.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.42,ZEUS BODYPOWER,Gym
193,01.08.2025,RECHNUNG VODAFONE GMBH 53087965,-39.85,VODAFONE GMBH,Internet
194,31.03.2025,KARTENZ./31.03 REWE RO,-54.65,REWE,Groceries
194,01.04.2025,RECHNUNG VODAFONE GMBH 18990420,-40.83,VODAFONE GMBH,Internet
194,05.04.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.25,ZEUS BODYPOWER,Gym
194,09.04.2025,ABSCHLAG STROM Stadtwerke Rosenheim 52876674,-85.65,Stadtwerke Rosenheim,Electricity
194,12.04.2025,KARTENZ./12.04 REWE RO,-129.62,REWE,Groceries
194,14.04.2025,KARTENZAHLUNG ARAL TANKSTELLE,-54.14,ARAL,Fuel
195,03.06.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.26,ZEUS BODYPOWER,Gym
195,04.06.2024,ABSCHLAG STROM Stadtwerke Rosenheim 54665806,-84.09,Stadtwerke Rosenheim,Electricity
195,05.06.2024,RECHNUNG VODAFONE GMBH 5564508,-40.87,VODAFONE GMBH,Internet
195,08.06.2024,EBAY MKTPLC EU XTQZQF,-221.0,EBAY,Shopping
196,11.11.2023,KARTENZAHLUNG SHELL TANKSTELLE,-54.38,SHELL,Fuel
196,12.11.2023,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.2,ZEUS BODYPOWER,Gym
196,13.11.2023,EBAY MKTPLC EU VAKLKS,-204.45,EBAY,Shopping
196,16.11.2023,BEITRAG Allianz SE K-72518086,-54.6,Allianz SE,Insurance
196,18.11.2023,ABSCHLAG STROM Stadtwerke Rosenheim 85718469,-84.46,Stadtwerke Rosenheim,Electricity
196,20.11.2023,PAYPAL XANNKU,-43.91,PAYPAL,General
197,17.12.2024,BURGER KING Duderstadt,-41.91,BURGER KING,Dining
197,19.12.2024,ABSCHLAG STROM Stadtwerke Rosenheim 59709452,-83.28,Stadtwerke Rosenheim,Electricity
197,23.12.2024,BEITRAG Allianz SE K-40826349,-54.16,Allianz SE,Insurance
198,13.10.2023,BEITRAG Allianz SE K-31591718,-56.44,Allianz SE,Insurance
198,14.10.2023,MCDONALDS Rastatt,-44.29,MCDONALDS,Dining
198,16.10.2023,RECHNUNG VODAFONE GMBH 82423078,-39.25,VODAFONE GMBH,Internet
198,19.10.2023,KARTENZAHLUNG SHELL TANKSTELLE,-78.89,SHELL,Fuel
198,23.10.2023,AMAZON.DE MKTPLC EU RYBIHN,-59.74,AMAZON.DE,Shopping
